TRADER,TRADE_COUNT,PERP_TRADE_COUNT,SPOT_TRADE_COUNT,SHORT_COUNT,LONG_COUNT,AVG_USD_TRADE_SIZE,TOTAL_USD_VOLUME,TOTAL_FEE_AMOUNT,DEFI_INTERACTIONS,Cluster
0x22351174873c9ec18077d01c317fd57d11aa1345,4,4,0,2,2,342.379944402,1369.519777607,0.5782896067,0,0
0x86e4961ae88975560096544568b8258989389823,2,2,0,1,1,687.055515584,1374.111031168,0.3031495681,0,0
0x3df3e0fbcbb57c48b8931f605e264594870c03d6,2,2,0,1,1,690.6022488,1381.2044976,0.1395024,0,0
0xe0847c1e2ddbc3a610c2b942bcfb8cd26e66f526,2,2,0,1,1,692.33573377,1384.671467539,0.5539235391,0,0
0x1f6622d588d362b762b200f9a5671eaed94d0030,2,2,0,1,1,692.422586389,1384.845172779,0.5276127786,0,0
0x639e0c168fc984e3702d5f484bb420a56857f104,2,4,0,2,2,346.754697568,1387.018790272,0.2774314722,0,0
0x10dd424837943cfb451e3eacc3c526f8e2b8ad31,1,1,0,0,1,1390.095,1390.095,0.0,0,0
0x7b6c27e6f26b762fb2092279679e58769f4890a8,11,11,0,5,6,126.400630138,1390.406931515,1.096716315,1,2
0x57de0b6eb7375117dbcff3b90ede1f251e6e4c47,8,8,0,4,4,174.672217531,1397.37774025,0.8857550495,0,0
0x8ee4456cb7403077bd20c20ef430883a90c2b19f,6,6,0,3,3,233.367387183,1400.204323099,0.6371634987,0,0
0xc6ff48400f8e0cd12f63bbc328bede0433d5b012,2,2,0,1,1,700.129573638,1400.259147276,0.3286152763,0,0
0x53e75431490683515d7845f9e33132b29fb8c188,2,2,0,1,1,701.027701425,1402.055402851,0.7011028506,0,0
0x8ea9ae879e0736d88810543501c2f7e03b996acf,12,12,0,6,6,116.90925602,1402.91107224,1.51332724,0,0
0x46a1e6db532a40b7736d286a41ac2fefcdb6b7bf,2,2,0,1,1,704.428569947,1408.857139894,0.281799894,0,0
0xf0660aa51db4ffa0060bb8f78dc5e54c22fa66e3,3,3,0,1,2,471.208835004,1413.626505012,0.3996174122,0,0
0xe8181f3facb0f27089ac2929c6e4447f65361286,8,8,0,4,4,176.954279176,1415.634233406,0.9538230056,0,0
0x72ba2ebd515d2f3a3ed33adc1b9a192541903261,2,2,0,1,1,712.370025501,1424.740051003,0.2849770028,0,0
0xb2f695bc673d042da613118ee0b4a89d258c15f6,2,2,0,1,1,717.012626446,1434.025252892,0.5736688922,0,0
0xa7470329c95a45a3ebbf58b2368ba996281bb0ea,19,19,0,0,19,75.960879183,1443.256704481,1.880904481,0,0
0xfdc15b4c46ee5ba385a23367ded2789fad983546,2,2,0,1,1,722.297931041,1444.595862081,0.2889484811,0,0
0x7c2866313035d3abc14642a05d036d8aa9a86fd3,2,3,0,2,1,483.347006485,1450.041019456,0.2900396559,0,0
0xf9340be450c50048c6c9dab30d6cc9ad879db815,2,2,0,1,1,727.840954594,1455.681909188,0.3319731882,0,0
0x50fdf20ba21ca080969dec4eb0a5681112a7a8c9,4,5,0,3,2,293.070545323,1465.352726616,0.4169362163,1,2
0xd323cc9c8ad7850fc443f432f7a39395452e0b99,34,34,0,18,16,128.656561558,4374.323092966,8.567568966,0,0
0xf9210207c6be0599cea490854db85b7b4bdb767d,2,2,0,1,1,2187.700235182,4375.400470364,0.8751679638,0,0
0x807c25380d047e06a652f9ee81e6360e364992a1,2,2,0,1,1,2190.852383116,4381.704766231,0.9045472313,0,0
0xd289ba1abe5cb580e33cf6317ae93b931b753d86,2,2,0,1,1,2193.014231988,4386.028463976,0.8772935758,0,0
0x5a565d857c377cb3f20c4c8deb87673a6cde73a2,2,3,0,2,1,1462.559838838,4387.679516515,0.8776285145,0,0
0x3f8b282d1e8f19655935721477fa38385080f653,8,10,0,5,5,441.125519847,4411.25519847,0.9519982697,0,0
0x9d436be2ab281983eac10e196921643936612fa6,2,3,0,2,1,1471.799530639,4415.398591918,0.4405919184,0,0
0xe2e1e970de08655396bb8f29550ac18cae28aaf8,6,6,0,5,1,736.008074797,4416.048448783,1.866376783,0,0
0x579de0dc6de61e6cb68013ceec174ca88e3f592c,38,38,0,19,19,116.637498882,4432.224957513,4.306270913,0,0
0x579de0dc6de61e6cb68013ceec174ca88e3f592c,7,7,0,2,5,167.109943759,1169.769606315,0.4175399146,0,0
0xb6d4d3297f3163426d29468c7608984176024d33,12,0,17,17,0,261.077744765,4438.321661,1.314238,0,0
0xf1bc6674b2ca160361f73037a544f5173ad639aa,2,2,0,1,1,2226.2212203,4452.4424406,0.4455594,0,0
0xb169498e2f731734ace222e226e389d42dd0c1be,30,30,0,15,15,148.432500275,4452.975008261,3.830599461,0,0
0xf9b3c583de855a7fb290eb248c39da5dff4aea08,2,2,0,1,1,2226.8315982,4453.6631964,0.4458036,0,0
0x4e4e05345854e2dd68819ec0b3b118de63c5dfa3,1,1,0,1,0,4495.4387324,4495.4387324,0.8992676,0,0
0x52713267fe99e268a3ce0b1a84c3d3dbc7c47f21,4,5,0,3,2,900.38430247,4501.921512349,0.9004741486,0,0
0x156bc63ede5da11b620e0dd2a309e651b32d16bc,2,3,0,1,2,1504.461796372,4513.385389116,0.9027683157,0,0
0x72b7f3ad3008afbe6b9c65ff6b15d93e768746ef,2,2,0,1,1,2259.835523151,4519.671046302,0.9039703017,0,0
0xf4153aa442c98ae35f5627956dab853daf965c19,2,2,0,1,1,2263.598045281,4527.196090562,0.9055305621,0,0
0x899fada3138f8e926825526a4fa8a9e9452fc6ec,4,4,0,1,3,1134.646504096,4538.586016382,0.9078083825,0,0
0x3ba61b11fe3e421616fe786b7dee85e902523947,1,2,0,0,2,2273.061112222,4546.122224445,0.9092244449,0,0
0xee7c67597d73aa89ace544e349882d7c79383740,6,6,0,3,3,759.972084536,4559.832507213,0.7596272134,0,0
0x03045f9a5badcccf12b904980f92b2999557549b,2,2,0,1,1,2282.668263094,4565.336526187,1.254346187,0,0
0x96fd61202a698ee3eac21e247a6b209ea5ffeb91,4,4,0,2,2,1145.05274033,4580.21096132,1.06023772,0,0
0xcad088098762b5caa7b71455e399aca1bf1a78eb,2,2,0,2,0,2303.8251428,4607.6502856,0.9217144,0,0
0x748ac426dd69693a5cbfca14513a39e3520ffc80,4,5,0,4,1,928.082192387,4640.410961935,1.321385935,0,0
0x6f526c935940088cc0bcd7ce301e639e5ee46fd1,1,0,6,6,0,774.879993,4649.279958,0.930042,0,0
0xf1ce3f1e80a236cef5af1c282046991b03b87d99,2,3,0,1,2,1552.415480464,4657.246441393,0.9314925934,0,0
0xbcc3b8b830eb509c28c1f5fdda6ebad6736644d6,2,2,0,1,1,2342.3531784,4684.7063568,0.4696432,0,0
0x866e19836d50b4bca6d37720f4a5862bc37ecd78,2,3,0,1,2,1562.353677285,4687.061031854,0.9375102542,0,0
0x3868c8a08f0c49859448a7fe4c195617f80d57f7,2,2,0,1,1,2349.093117298,4698.186234597,0.9397325967,0,0
0xb6947ee320f0c0a35283aa2f419af03f392ab961,2,2,0,1,1,2355.110139621,4710.220279242,0.9421392418,0,0
0x4a8e8935762aa7a7ee88a0e788fe865e6153ab2b,2,6,0,2,4,786.03278235,4716.1966941,0.2828059,0,0
0xa82d931a61804fba200f325912a2ef7a536b46d1,2,2,0,1,1,2361.0037465,4722.007493,0.472507,0,0
0x97976c252888c174f66c618dbec6a03bb613e8c7,2,2,0,1,1,2361.091229,4722.182458,0.472542,0,0
0x40b217b7bd9db65c58b7eea33b6b20879b1b3b16,2,2,0,1,1,2361.8435785,4723.687157,0.472843,0,0
0x70f7d57ec7ac57c70a2b7094077161b74dfe1c43,2,3,0,2,1,1576.064836675,4728.194510024,0.9457340244,0,0
0xf3ccd711792ef48edc5b39eb3eabfb0c06a08f50,5,6,0,2,4,790.684242881,4744.105457284,0.9873800837,0,0
0x0f30d25fff433c392376ac728f2d0350f69eabc0,3,3,0,1,2,1582.105493895,4746.316481684,0.949358484,0,0
0x71bbfeb96b8e09c6a7b052190fb7e945efbbe5ef,2,2,0,1,1,2374.597722169,4749.195444338,0.9499347379,0,0
0x62988d8efd494436fc9bb4fd0016fddd765a5341,4,7,0,5,2,678.987950208,4752.915651453,0.9506764928,0,0
0x9ba01951adee9e9a4cae89f2295d17c17197e746,2,2,0,1,1,2382.338468058,4764.676936117,0.9530321168,0,0
0x1a20cb3c33fad1161006bcc5876a842218b9f532,2,2,0,1,1,2385.538290745,4771.076581489,0.9543110893,0,0
0x49e90e1ef4fd35da77c69bb58586528faab3acc9,2,3,0,1,2,1590.422038569,4771.266115708,0.9799637079,0,0
0xe91c28c47bd47bf187237e1ab5b5283c471a7e71,8,8,0,4,4,596.773235258,4774.185882063,1.358745263,0,0
0xf689408ee0a728cfbb95720c3c45ad9f35ad981c,2,2,0,1,1,2393.099651832,4786.199303664,0.9573356639,0,0
0xa7bd1b2565af163b21348ed71e6eace9fc74d95b,2,3,0,1,2,1602.809717798,4808.429153393,0.9617809934,0,0
0xa657f3e33feb932dadc43930fe4acebbdc522716,2,2,0,1,1,2418.1678542,4836.3357084,0.9672936002,0,0
0xd12cd4561465747969b2c011a61d3afe37d234b2,2,9,0,3,6,1931.494057156,17383.4465144,1.7414856,0,0
0x5e91762f045400cc872acce2211b702efc606c4a,2,7,0,4,3,2486.302778409,17404.119448862,3.481175262,0,0
0x380a89ad663d90310959908ad086817a89d6f9ea,2,7,0,3,4,2487.977851736,17415.84496215,3.48353415,0,0
0xe9505e76239595277b34f8132c1185dc94216285,2,4,0,3,1,4367.279021507,17469.116086027,3.494186027,0,0
0xb467a289abb18fff4852ac1ac29b29c10afcfb78,2,4,0,3,1,4371.980632,17487.922528,1.757472,0,0
0x7b4a53d624888e53e339ef27b7876f866dbc4e89,2,2,0,1,1,8760.29436166,17520.588723319,3.504467319,0,0
0xa196d8ba4d69698f651a429cee7ae36eb84be96c,2,4,0,2,2,4384.731879511,17538.927518046,3.508137486,0,0
0xeb11b65ad201cd3fe6d26df0c40cd210b84b674c,2,4,0,3,1,4384.90748115,17539.6299246,1.7750754,0,0
0x6c0c7a4b88f19336f2e761cda29e6f736c829450,2,5,0,3,2,3512.473354312,17562.36677156,3.51282356,0,0
0xd69f3bc47fbcbe67dbe8e51960d9ca4b20b2f45c,2,3,0,1,2,5864.640849714,17593.922549141,3.518859541,0,0
0x31cc08ad1b7b64f743a359c5266f6a8ef23bb046,2,4,0,2,2,4403.170603498,17612.68241399,3.52288975,0,0
0x53bfd162c558f54446dd78ad86ff1450e47bc6a5,1,1,0,1,0,17640.4712,17640.4712,3.5288,0,0
0x3de77d7957beb9ac5a008413f7e5420c32663fcc,2,2,0,1,1,8839.046526708,17678.093053416,3.599109416,0,0
0x5b37fdbed04a845837de9d9689fb6502b80b17c1,2,6,0,3,3,2957.424155329,17744.544931972,3.549286972,0,0
0xd114bfbb19087341e5ddbcdabc4c80ba83ddee93,3,5,0,3,2,3564.408466462,17822.04233231,3.56476591,0,0
0xc4b304ee1a582f45efe78f6067f08a4437a13f73,2,5,0,2,3,3576.930431849,17884.652159246,3.577302846,0,0
0x8bf8214c5824fa5cc90b548ff95cf3adf3fcb8bf,2,10,0,5,5,1789.564914176,17895.649141762,3.579477362,0,0
0x6cf519d52ef8468a5c6348954ff8bdf2309d9b95,2,6,0,3,3,2991.05546504,17946.332790243,3.589636643,0,0
0xfdedf1e65727b785b9cdb4e4cf3c17085fdaa43b,2,3,0,2,1,5991.032762476,17973.098287427,3.594980627,0,0
0x35c7866fad14729f9fffbfb7aa7fbed685ee66af,2,6,0,3,3,2995.6585087,17973.9510522,1.7879478,0,0
0xb6249d3c16c0911f3ad49ffc70dd5a27bad7bdcc,2,4,0,1,3,4513.787522587,18055.150090349,3.611394749,0,0
0x44a8220892be46a0386130fa00904f5a9c8b2952,2,6,0,4,2,3012.722454589,18076.334727536,3.615629536,0,0
0xb97cc787e82a323eff0fb7c8047e54d9f513c523,2,3,0,1,2,6031.060451424,18093.181354271,1.789354271,0,0
0x5b650bf2011b424bee235a7f6d5b7b6b463a2a7b,6,0,22,0,22,823.759871974,18122.717183437,3.357183437,0,0
0xd1b77eb9a068f85fee475c98ffd7a76926acd9a9,2,13,0,4,9,1397.472782538,18167.146173,1.888827,0,0
0x9997b5987caf198f5293a1a7dac654ae7caa7e6b,12,13,0,8,5,1398.320703587,18178.169146627,2.516121427,0,0
0xe96eb4c47f61268bc1a2a2da14f7f18779675242,2,3,0,2,1,6078.296541232,18234.889623697,3.647343697,0,0
0x40c17040c87c26f633e133c17c151bbf2fce3309,2,3,0,2,1,6118.211410488,18354.634231463,3.671401463,0,0
0x3fd0678f0edf37152a597ea62a25248f2784b242,44,51,0,19,32,361.619120525,18442.575146772,4.438576172,0,0
0x8d82e2e636a9753b3e60b9360233e5df62d92a46,2,5,0,3,2,3696.604249725,18483.021248623,3.696982223,0,0
0x707971d95375f533632195be0b0325403077f645,2,5,0,3,2,3752.197910102,18760.989550511,3.752564111,0,0
0xb62cdb4bbd07ee858ec9867250d3bbfba048c6b6,2,6,0,4,2,3132.108583007,18792.65149804,3.75889804,0,0
0x4b31a3617bfc42c0623b9e02c4d19a41bf596ce5,53,53,0,26,27,354.972157172,18813.524330112,3.883289312,0,0
0x9f053027b2a1245fcbf2825e74eacc99b9d5a7fa,2,2,0,1,1,9436.405940341,18872.811880682,3.774944282,0,0
0x83f8666ad9d42bc903d138ffb52b440b7104c8f7,2,9,0,4,5,2102.997796666,18926.980169995,3.785777995,0,0
0xd6ea64159ac4a8659a1ae0d155584762b6c1d4cb,2,4,0,1,3,4747.777786194,18991.111144774,3.798599574,0,0
0x13a6774520e24e81feb4fec843a9deb9807846e9,2,5,0,2,3,3803.522607599,19017.613037994,3.803905194,0,0
0x95c4d93df93c3d0bf4920a0c792adac95ad10f1f,2,2,0,1,1,9512.5693012,19025.1386024,3.8054024,0,0
0x9bb57fa5bb8456fbcf19deb86b79a1337a83b803,5,6,0,2,4,3176.30268981,19057.816138863,2.012490863,0,0
0x2d5286884bcd0499809e58c45b714982eb6a28d6,2,4,0,1,3,4769.770066012,19079.080264046,3.816198446,0,0
0xf251132bdba345b1a2f5c845d7f49a84efc52be8,2,6,0,3,3,3183.113639033,19098.681834195,3.820118195,0,0
0xea80bb2aa80f79c58813c5787781b6789d565a6a,294,294,0,143,151,65.142456605,19151.882241786,37.280617786,0,0
0x2bb285123d520f1f9555870c589ce4c3367cdbdd,12,17,0,10,7,1128.680901925,19187.575332719,3.920852519,0,0
0x0126ddfbf505e940a3f6d00ef60692201ea8845f,6,7,0,2,5,2758.789845473,19311.528918309,3.952171909,0,0
0xc00ced40dfb8769dc290e72ba9ea3a4d5ea2461a,6,9,0,4,5,2147.320694696,19325.886252264,4.132385064,0,0
0xeb2609ab5ca27dbca7f05d271bc539357c77f8c9,13,0,14,6,8,1383.202313292,19364.832386083,4.123443483,0,0
0xc0ea732f196385d54560a801b3b538b008a839e2,8,8,0,4,4,106.078098395,848.624787159,0.6908011588,0,0
0xa0398174e385479cddb66a0f65bfe420e8faf332,2,2,0,1,1,425.005701494,850.011402988,0.1924749878,0,0
0xf0afda927112569d41fb12b7f4278fab8e6f1098,8,8,0,4,4,106.588145924,852.705167388,0.7297137881,0,0
0x520508f3e1df314dba5886ea66211e8b3c02c5e2,4,4,0,1,3,214.806921412,859.22768565,0.9492136499,0,0
0x71725140d6edf76e7f8f0fb426d3628450e36388,4,4,0,2,2,214.851604425,859.406417701,0.4100905008,0,0
0x22f851bcf7353d072ed5cce3caff096195d2794e,8,8,0,4,4,107.989514681,863.916117445,0.7543354453,0,0
0x530aaa7bbde7afd7987b18178302d9e0001b63b4,2,2,0,1,1,431.986429134,863.972858267,0.172811867,0,0
0xe2a26326758144a7451be61dd8026338e7d355bf,2,2,0,1,1,432.962035675,865.924071349,0.3064233495,0,0
0xf23c2a0bdebad9a11968d22afe033c584614e21a,4,4,0,2,2,216.567446399,866.269785595,0.4951615947,0,0
0xcb17e1ec514f45adfd301daa1b395f4d83452f83,2,2,0,1,1,433.960766677,867.921533354,0.434006354,0,0
0x1938027eb4584d0e76f1279ba086b7ce7db3168a,17,17,0,8,9,51.132140536,869.246389111,1.700219711,1,2
0x91bca4d8802c11410e9ef82f5d6ccc476b463738,8,8,0,4,4,108.711775319,869.69420255,0.9152985501,0,0
0x795bce453215c540d97406352ef51b00ccf626b7,8,8,0,4,4,108.940618953,871.524951623,0.9365796231,0,0
0x6dbfef7f1e9fc3d9d20c219e474b5b406d69970f,1,0,1,0,1,872.32,872.32,0.0,0,0
0x063fe01723833e5f6f3b6bc4caf20730dd7354ce,2,2,0,1,1,437.106161159,874.212322319,0.5828663189,0,0
0xd8e9ef754e9b12810e9ba853b9681635b140faed,8,8,0,4,4,109.910011884,879.280095073,0.8366358731,0,0
0x9f8e49d07eaf0fe257966b90b2f09bf2501e287f,1,1,0,0,1,885.969193839,885.969193839,0.1771938388,0,0
0x58156574917c5c94bcdea63be9e079365704c322,2,2,0,1,1,444.79695004,889.59390008,0.2669040804,0,0
0xd97d9a2e48678ecb7b504dd68da6b925243fe8d9,4,4,0,2,2,223.065224088,892.260896353,0.4522349531,0,0
0x52925272d92762889f38c1e73e85fa3810c04d5c,14,0,14,7,7,63.798735186,893.182292603,1.377736603,0,0
0x32bd9d99de778291f30c14eee4de898a98f55835,2,2,0,1,1,446.812137806,893.624275613,0.5428516127,0,0
0x186b12ceaf08fde22e32647fcc800e45876f5bd0,4,4,0,2,2,223.544262946,894.177051782,0.3737717824,1,2
0xd10abc1f47ed1db0191bf1de304a21acb110d25c,2,2,0,1,1,447.226621791,894.453243583,0.2555835827,0,0
0x5215b4ee0914ea3c62aa1d059837293c5d2cceef,2,2,0,1,1,448.296567284,896.593134568,0.2275425677,1,2
0xbed888b441a9f387da66d7e1fc1ac93d55051882,8,8,0,4,4,112.442824734,899.542597876,2.623161876,0,0
0xd1408b270dc5116938e9a9ef08abd65f0d944475,2,2,0,1,1,450.292106517,900.584213035,0.1801350348,0,0
0x2e305a118dfacd51f414178b7fce3b413bb57e90,2,2,0,1,1,450.535915103,901.071830206,0.1802322062,0,0
0x502a99b55c5e6cafb75d055627edfec5b742f225,7,0,7,3,4,128.845773749,901.920416243,0.9470162432,0,0
0x44d5e4b08dd7e7aa416a27e6b2b4af7ddd723bfb,2,2,0,1,1,452.034483815,904.06896763,0.2583316299,0,0
0x5c926e3adec6c80ad82a1b21f1ef3ecae4b99e9a,12,12,0,6,6,75.712020396,908.544244758,1.447332758,0,0
0xf29504aec84ddf9bdc07aac82003bcaf1f24becb,9,9,0,4,5,100.96106078,908.649547017,0.8741200167,0,0
0xe3b76bb42936ad33791f08a8d8b89e783edb28a9,2,2,0,1,1,455.012012336,910.024024672,0.2426966721,0,0
0xef055b50591c96a56f8a7ba80430cfd01054aafc,2,2,0,1,1,455.523228905,911.04645781,0.52064181,0,0
0x542b908418cd93b0065670af97244a617dd90d31,2,2,0,1,1,455.580991017,911.161982034,0.260358034,0,0
0x11b9c9928bdf2bbadfd467846ef4f63e4cb0cc11,2,2,0,1,1,455.872386146,911.744772293,0.2431562929,0,0
0x779cfb306810f228f53e75df389091c7e16c44b3,2,2,0,1,1,456.814929896,913.629859792,0.2610637924,0,0
0xe86659f3e36f6ac5eacb5ff50d1da0ebae4a7efa,2,2,0,1,1,457.892484089,915.784968178,0.2818081776,0,0
0xb357adac7c1547e2cc9ae2b05490185231714813,2,2,0,1,1,458.022628107,916.045256214,0.2818882144,0,0
0x03a990fea7351ab906b52949923392fcf56aded1,2,2,0,1,1,458.53123792,917.062475841,0.1834308407,0,0
0x50674924ac7cff99710feec8e2ce4102bc8b01ff,8,8,0,4,4,114.686815901,917.494527206,0.7120336061,0,0
0xad859948312923d5103a99b4c60eaa1873281581,1,1,0,0,1,917.763764833,917.763764833,0.849164833,0,0
0xc5e0905af8a3230e1c9b295b743b63bd07f7ce83,2,2,0,1,1,459.05423124,918.10846248,0.2623424805,0,0
0xbeb1497c780cfab0bb381f6153ed4dc58d45996d,1,1,0,0,1,920.128025605,920.128025605,0.1840256051,0,0
0x63c98da9cba62408cf655dfd52fe34facf6320a6,2,2,0,1,1,460.107081546,920.214163093,0.7157630926,0,0
0x72d406c7916b5b9587a254e916017a3c5bf6489f,2,2,0,1,1,460.39450756,920.789015119,0.1841763191,0,0
0x42922b20780216da50a4660ce5fe08c07a11ef7e,2,2,0,1,1,461.144886268,922.289772537,0.2305955368,0,0
0x70b0deeb4b1c98fca3368325a3e8965001143c83,120,124,0,62,62,684.482028592,84875.771545351,19.977965351,0,0
0x85ea9f20178beaa8b4ffce00780849521568cd1d,2,4,0,3,1,21293.953654287,85175.814617149,17.036869149,0,0
0x9cb79ac53b0a51e3cc25fdfa12c97723b247d711,182,201,0,102,99,424.445867303,85313.619327803,24.703601843,0,0
0x87cb128c4d8c35e778431c57818b2ea77ceeeeae,77,91,4,34,61,900.714171472,85567.846289842,12.725133042,0,0
0xee6f2d4d7bf30ed5261667d5e7510b36df29d186,12,0,62,0,62,1381.182778975,85633.332296459,17.292296459,0,0
0xf38409efd49e53e058947dbe11c401f5f696328f,2,6,0,2,4,14273.307527973,85639.845167836,17.129196636,0,0
0x844b6ab0079fb36e6a99cba877574acd8f1e7f42,39,47,0,47,0,1840.03064366,86481.440252,17.299748,1,2
0xfa7b07ea0e75e09f97621cbfd17af1dc60389fb9,8,18,0,1,17,4844.662640522,87203.927529404,17.442509404,0,0
0xb97a16f755333cee35488720684bebeec673d280,2,8,0,7,1,10956.837734945,87654.701879558,17.532701958,0,0
0x2ea2cf8b52ce2229f31f74ebedbcd2cb3c3502c4,33,70,0,47,23,1260.730447714,88251.13134,0.66866,0,0
0xc954b1374f7a2f9627a3165cb59d8c7962f60443,80,87,0,14,73,1019.105621488,88662.189069491,15.234841491,0,0
0x231225d46fc19a74cdd39e2a02ee2ebd721009be,2,10,0,3,7,8891.399906386,88913.999063865,17.784581465,0,0
0x3586411932706b0f2421f2e36342ef2c82506c33,3,11,0,0,11,8105.259376148,89157.853137628,17.874137628,0,0
0xd92a89b83ee2bc53cee61c08ecf8ff63314fdc41,2,11,0,4,7,8159.061836263,89749.680198894,17.951736494,0,0
0xfa60f2bf264629b8a77c54cd28ff0b7ec4c2dcc9,2,8,0,3,5,11223.04267705,89784.341416403,17.958614803,0,0
0xc0c387e42279252dcf5d37f122a35b4eea271f95,2,10,0,4,6,9015.729798696,90157.297986959,18.032598959,0,0
0x2b8ac05f872aa44cee6cd8f3e4b4fde46040b918,2,2,0,1,1,45231.23743946,90462.474878919,18.094313319,0,0
0xb23107cdb7956066287828cc85f2c6993936813e,258,268,2,131,139,339.524154735,91671.521778318,16.864155918,0,0
0x35a8b21abd2fbb3a15807396c12f0f39901953a6,2,12,0,4,8,7781.55922475,93378.710697002,18.676320602,0,0
0x33221113f26bef7e2393b074f3056085bdc64d32,1,27,0,0,27,3468.833333333,93658.5,0.0,0,0
0xe5b28f78cb00930ad8a8e020460af1fc99e8b977,8,17,0,8,9,5534.223729421,94081.803400149,18.818089349,0,0
0x6f3811ffe590a776a6ac907cafed7c2e4417f0e7,140,144,2,73,73,647.59177498,94548.399147013,5.489043814,0,0
0xb3a7303de6061b89ad470569a6d67048f528aa30,15,40,0,17,23,2364.965126681,94598.605067245,10.132987165,0,0
0xdea165cac631feaef6f5c38d6c7de1d21c43c207,50,64,0,20,44,1481.746137444,94831.752796428,19.177483228,0,0
0xe9c92b3f60c9e3ce0f4b0bbcdf0282efb1c41070,4,0,56,0,56,1694.841693624,94911.134842969,18.394842969,0,0
0x9a97cc20eef4a4522f5dc087687da2723552d851,2,6,0,5,1,15865.676033984,95194.056203902,19.040811102,0,0
0x7ae783ea4df5139629663997922e944b7b9ca395,2,6,0,3,3,15908.309479146,95449.856874877,19.091891677,0,0
0x81df965757f81149aa75bb0bf806f27258001f50,2,11,0,7,4,8702.008300797,95722.091308769,19.146379169,0,0
0xd854218a46c8facd5838b56f8e15ab1ab6814fe2,2,4,0,1,3,24050.192454799,96200.769819196,19.242139196,0,0
0xb3b1899899bf1b056bb7704b47bb4b1e1cddbbd0,2,8,0,4,4,12053.315164777,96426.521318219,19.287367419,0,0
0xc046d19fbb6cca44523bcdc1b1d86c7e65481df7,2,3,0,1,2,32263.107373067,96789.3221192,9.7138808,0,0
0xbc0fb1c177c612b81de3c7ccec5e2881a3b04e26,229,248,0,124,124,395.095714835,97983.737278983,29.706545822,0,0
0xb9d3eb7727caf24ecb77224451d34b893f24d59d,2,10,0,4,6,9809.015840214,98090.158402141,19.620004141,0,0
0x7bc51920d1ff5ebb62d1c03d8314f0397642d6ca,2,6,0,3,3,16353.723326107,98122.339956643,19.626473843,0,0
0xdf6343c36ed0db30055b4c48abb76d76ac960f3f,2,11,0,5,6,8940.141591955,98341.557511502,9.802511502,0,0
0x380c2b3019b8ee0a921b469b598cdbb16ea87d27,189,200,0,100,100,493.98928827,98797.857654029,27.179338829,0,0
0x9bb4f2ed18fd5ec19bdcbb6808308a8554a8c062,2,13,0,5,8,7637.716508154,99290.314606,9.975394,0,0
0x675bc14456daed7662f4d77e61ef0478393fc350,147,172,0,88,84,577.738048499,99370.944341817,21.503426577,0,0
0x083535ab5f0f0b91445a34202c1a8bb869caeb8a,8,35,0,18,17,2849.840691296,99744.424195377,19.950874257,0,0
0xa64d0e898ca91e8bb05ff75321076b5588e88db4,2,5,0,4,1,20055.992635803,100279.963179017,20.057992217,1,2
0xe97c64137a29f035c87008ae3e46046697ea8166,2,7,0,4,3,14334.123015444,100338.861108107,20.068459907,0,0
0x967fc477eb74ec9571601766b922ffb54d708e2b,55,72,0,37,35,1406.685569714,101281.361019386,19.825842986,0,0
0xda81aa0bc41b506156b22a3d929dec6fe75a3e9e,2,7,0,5,2,14472.885310989,101310.197176926,20.264078926,0,0
0x9706ab3f623130ddebb904489745ebf0677d298a,4,18,0,10,8,5723.01785192,103014.321334556,20.873228956,0,0
0x6eedc4906cda859125f4fa1c7478624816e0d8bf,2,0,2,2,0,51534.536031,103069.072062,20.617938,0,0
0x05a9ee4761558fdf5d125fca1e73b4cabd9c092f,122,155,0,81,74,665.020654949,103078.201517069,20.757868709,0,0
0xdac0218c4c81c728bbde24fa9866ea0153d7134f,8,8,0,4,4,116.058145632,928.465165053,0.5603670532,0,0
0x99f5f53f5dce76f2f8f4a28cdf8521279a718176,2,2,0,1,1,464.316298048,928.632596096,0.4643660962,0,0
0x1ef7ad7eed77d583bf57d12ae1c6cdf573f019b0,8,8,0,4,4,116.194455733,929.555645864,0.9969970643,0,0
0xbef78b3a0bfb043d513aa8a42f0787716a82e3be,2,2,0,1,1,465.031179644,930.062359288,0.7155192879,0,0
0xa3925dcf9a9733a342198f6f12f33ea8ceedf3cb,8,8,0,4,4,116.355501153,930.844009228,0.5102696279,0,0
0x883b6ef4584e9407537afd6b5b144d4447b00a07,2,0,2,0,2,466.714430886,933.428861772,0.3488617724,0,0
0xaa265cfe774fae5e7903c0129cf2db8ff31da342,8,8,0,4,4,117.154424607,937.235396858,0.7556800577,0,0
0xfaf78d457daa254bd80fd2d30e66f44e8de40c8f,2,2,0,1,1,468.94879996,937.89759992,0.1875987199,0,0
0x74bc7dbb10d00db052e591b4bc5349f0d9e2a4c3,2,2,0,1,1,469.014252891,938.028505781,0.5773057812,0,0
0x7d06de4ae53ef27fff2b34731c97bb44fd27d9e6,4,4,0,2,2,115.127512345,460.510049381,0.6137613811,0,0
0x7d06de4ae53ef27fff2b34731c97bb44fd27d9e6,8,8,0,4,4,117.257649232,938.061193858,0.8283878582,0,0
0x2dc05b7a099950a67876c5d682132dcb1a7599f7,1,1,0,0,1,938.08325185,938.08325185,0.3392518504,0,0
